reservation_status,adr,,,,,,,,
Check-Out,73,,,,,,,,
Check-Out,110.7,,,,,,,,
Check-Out,93.6,,,,,,,,
Check-Out,83.5,,,,,,,,
Canceled,73.8,,,,,,,,
Check-Out,82,,,,,,,,
Check-Out,185.5,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,0,,,,,,,,
Check-Out,109.8,,,,,,,,
Check-Out,195,,,,,,,,
Check-Out,109.8,,,,,,,,
Check-Out,193,,,,,,,,
Check-Out,97,,,,,,,,
Check-Out,150,,,,,,,,
Check-Out,98,,,,,,,,
Canceled,91.5,,,,,,,,
Canceled,139,,,,,,,,
Check-Out,79.5,,,,,,,,
Canceled,47.25,,,,,,,,
Check-Out,126.65,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,131,,,,,,,,
Check-Out,131,,,,,,,,
Canceled,123,,,,,,,,
Check-Out,146,,,,,,,,
Check-Out,110.7,,,,,,,,
Canceled,73.8,,,,,,,,
Check-Out,61,,,,,,,,
Canceled,104.72,,,,,,,,
Canceled,104.72,,,,,,,,
Check-Out,104.72,,,,,,,,
Canceled,66.42,,,,,,,,
Check-Out,77.96,,,,,,,,
Canceled,112,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,89.68,,,,,,,,
Check-Out,155,,,,,,,,
Check-Out,112,,,,,,,,
Check-Out,130.1,,,,,,,,
Check-Out,100.1,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,124,,,,,,,,
Check-Out,146,,,,,,,,
Canceled,97,,,,,,,,
Canceled,123,,,,,,,,
Canceled,153,,,,,,,,
Check-Out,82,,,,,,,,
Canceled,105.08,,,,,,,,
Canceled,65.42,,,,,,,,
Check-Out,98,,,,,,,,
Check-Out,75.46,,,,,,,,
Check-Out,65.5,,,,,,,,
Check-Out,90.95,,,,,,,,
Check-Out,93.6,,,,,,,,
Check-Out,119.25,,,,,,,,
Check-Out,134.73,,,,,,,,
Check-Out,112,,,,,,,,
Canceled,118.13,,,,,,,,
Check-Out,131,,,,,,,,
Check-Out,88.2,,,,,,,,
Check-Out,73.8,,,,,,,,
Check-Out,98,,,,,,,,
Check-Out,110.5,,,,,,,,
Check-Out,131,,,,,,,,
Check-Out,185,,,,,,,,
Check-Out,87.3,,,,,,,,
Check-Out,73.8,,,,,,,,
Check-Out,120,,,,,,,,
Check-Out,98,,,,,,,,
Check-Out,96.3,,,,,,,,
Check-Out,197,,,,,,,,
Check-Out,197,,,,,,,,
Canceled,123,,,,,,,,
Check-Out,82,,,,,,,,
Check-Out,165,,,,,,,,
Check-Out,149.4,,,,,,,,
Check-Out,106.84,,,,,,,,
Check-Out,161,,,,,,,,
Check-Out,134.43,,,,,,,,
Check-Out,144.43,,,,,,,,
Check-Out,152,,,,,,,,
Check-Out,125.54,,,,,,,,
Check-Out,133.83,,,,,,,,
Check-Out,159.75,,,,,,,,
Check-Out,120.6,,,,,,,,
Check-Out,112.2,,,,,,,,
Check-Out,110.6,,,,,,,,
Check-Out,105.9,,,,,,,,
Check-Out,95.27,,,,,,,,
Check-Out,108.83,,,,,,,,
Canceled,153.96,,,,,,,,
Check-Out,120.6,,,,,,,,
Check-Out,90.67,,,,,,,,
Canceled,126.67,,,,,,,,
Check-Out,144.4,,,,,,,,
Check-Out,99.5,,,,,,,,
Check-Out,139.4,,,,,,,,
Canceled,73.8,,,,,,,,
Check-Out,89.97,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,144.9,,,,,,,,
Check-Out,153,,,,,,,,
Check-Out,131,,,,,,,,
Check-Out,100,,,,,,,,
Check-Out,65.5,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,131,,,,,,,,
Check-Out,104.68,,,,,,,,
Check-Out,166,,,,,,,,
Canceled,111.25,,,,,,,,
Check-Out,213.75,,,,,,,,
Check-Out,178,,,,,,,,
Check-Out,113.9,,,,,,,,
Check-Out,129.29,,,,,,,,
Check-Out,153,,,,,,,,
Check-Out,98,,,,,,,,
Check-Out,169,,,,,,,,
Canceled,93,,,,,,,,
Check-Out,132.29,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,117.22,,,,,,,,
Check-Out,149,,,,,,,,
Canceled,164.57,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,117.22,,,,,,,,
Check-Out,119.25,,,,,,,,
Check-Out,123,,,,,,,,
Canceled,105.71,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,144.43,,,,,,,,
Canceled,126,,,,,,,,
Check-Out,148.3,,,,,,,,
Check-Out,125.22,,,,,,,,
Check-Out,123,,,,,,,,
Check-Out,130,,,,,,,,
No-Show,133.16,,,,,,,,
Check-Out,78.84,,,,,,,,
Check-Out,80.1,,,,,,,,
Check-Out,193,,,,,,,,
Check-Out,88.2,,,,,,,,
Check-Out,90.71,,,,,,,,
Check-Out,114.5,,,,,,,,
Check-Out,120.2,,,,,,,,
Check-Out,79.5,,,,,,,,
Check-Out,117.9,,,,,,,,
Canceled,128,,,,,,,,
Check-Out,90.95,,,,,,,,
Check-Out,107,,,,,,,,
Check-Out,130.05,,,,,,,,
Check-Out,123,,,,,,,,
No-Show,103.8,,,,,,,,
Check-Out,196,,,,,,,,
Check-Out,149.4,,,,,,,,
Check-Out,175.71,,,,,,,,
Check-Out,119.7,,,,,,,,
Canceled,100.86,,,,,,,,
Check-Out,100.86,,,,,,,,
Check-Out,82,,,,,,,,
Check-Out,73.8,,,,,,,,
Check-Out,117.9,,,,,,,,
Check-Out,82,,,,,,,,
Check-Out,150,,,,,,,,
Check-Out,161,,,,,,,,
Check-Out,64,,,,,,,,
Canceled,123,,,,,,,,
Check-Out,110,,,,,,,,
Check-Out,88.2,,,,,,,,
Check-Out,130,,,,,,,,
Check-Out,88.2,,,,,,,,
Check-Out,165,,,,,,,,
Check-Out,114,,,,,,,,
