reservation_status,adr,,,,,,,,
Canceled,96.4,,,,,,,,
Canceled,167,,,,,,,,
Canceled,89,,,,,,,,
Canceled,165,,,,,,,,
Canceled,80.1,,,,,,,,
Canceled,56.7,,,,,,,,
Canceled,49.95,,,,,,,,
Canceled,160,,,,,,,,
Canceled,135,,,,,,,,
Canceled,122.4,,,,,,,,
Canceled,135,,,,,,,,
Canceled,117.5,,,,,,,,
Canceled,258,,,,,,,,
Canceled,114,,,,,,,,
Canceled,110,,,,,,,,
Canceled,122.4,,,,,,,,
Canceled,70.2,,,,,,,,
Canceled,153.71,,,,,,,,
Canceled,108.9,,,,,,,,
Canceled,143.33,,,,,,,,
Canceled,228,,,,,,,,
Canceled,74.25,,,,,,,,
Canceled,153.71,,,,,,,,
Canceled,74.25,,,,,,,,
Canceled,56.7,,,,,,,,
Canceled,135,,,,,,,,
Canceled,288,,,,,,,,
Canceled,63,,,,,,,,
Canceled,160,,,,,,,,
Canceled,103.05,,,,,,,,
Canceled,80.1,,,,,,,,
Canceled,228,,,,,,,,
Canceled,59.4,,,,,,,,
Canceled,71.6,,,,,,,,
Canceled,77.61,,,,,,,,
Canceled,180,,,,,,,,
Canceled,135.9,,,,,,,,
Canceled,110,,,,,,,,
Canceled,160,,,,,,,,
Canceled,164,,,,,,,,
Canceled,76,,,,,,,,
Canceled,155,,,,,,,,
Canceled,222,,,,,,,,
Canceled,222,,,,,,,,
Canceled,180,,,,,,,,
Canceled,107.1,,,,,,,,
Canceled,74.25,,,,,,,,
Canceled,74.25,,,,,,,,
Canceled,178.46,,,,,,,,
Canceled,135,,,,,,,,
Canceled,106.4,,,,,,,,
Canceled,120,,,,,,,,
Canceled,142,,,,,,,,
Canceled,120,,,,,,,,
Canceled,180,,,,,,,,
Canceled,93,,,,,,,,
Canceled,123.97,,,,,,,,
Canceled,150.92,,,,,,,,
Canceled,155,,,,,,,,
Canceled,49.95,,,,,,,,
Canceled,123.97,,,,,,,,
Canceled,127.8,,,,,,,,
Canceled,127.8,,,,,,,,
Canceled,123.97,,,,,,,,
Canceled,49.95,,,,,,,,
Canceled,88.2,,,,,,,,
Canceled,80.1,,,,,,,,
Canceled,81.9,,,,,,,,
Canceled,102.38,,,,,,,,
Canceled,88.2,,,,,,,,
Canceled,140,,,,,,,,
Canceled,182,,,,,,,,
Canceled,150,,,,,,,,
Canceled,180,,,,,,,,
Canceled,170,,,,,,,,
Canceled,170,,,,,,,,
Canceled,172.8,,,,,,,,
Canceled,93,,,,,,,,
Canceled,180,,,,,,,,
Canceled,82.76,,,,,,,,
Canceled,116.18,,,,,,,,
Canceled,160,,,,,,,,
Canceled,153.6,,,,,,,,
Canceled,88.2,,,,,,,,
Canceled,120,,,,,,,,
Canceled,74.25,,,,,,,,
Canceled,111,,,,,,,,
Canceled,116.1,,,,,,,,
Canceled,68.4,,,,,,,,
Canceled,59.4,,,,,,,,
Canceled,68.47,,,,,,,,
Canceled,98.09,,,,,,,,
Canceled,162.12,,,,,,,,
Canceled,190,,,,,,,,
Canceled,107.1,,,,,,,,
Canceled,80.1,,,,,,,,
Canceled,238,,,,,,,,
Canceled,140,,,,,,,,
Canceled,59.4,,,,,,,,
Canceled,80.1,,,,,,,,
Canceled,80.1,,,,,,,,
Canceled,156,,,,,,,,
Canceled,131.67,,,,,,,,
Canceled,81.76,,,,,,,,
Canceled,81.76,,,,,,,,
Canceled,105.66,,,,,,,,
Canceled,84.42,,,,,,,,
Canceled,84.93,,,,,,,,
Canceled,126,,,,,,,,
Canceled,111.15,,,,,,,,
Canceled,91.2,,,,,,,,
Canceled,135,,,,,,,,
Canceled,135,,,,,,,,
Canceled,209,,,,,,,,
Canceled,200,,,,,,,,
Canceled,63,,,,,,,,
Canceled,76,,,,,,,,
Canceled,216,,,,,,,,
Canceled,80.1,,,,,,,,
Canceled,99,,,,,,,,
Canceled,248,,,,,,,,
Canceled,93,,,,,,,,
Canceled,200,,,,,,,,
Canceled,170.7,,,,,,,,
Canceled,151.14,,,,,,,,
Canceled,180,,,,,,,,
Canceled,56.7,,,,,,,,
Canceled,265,,,,,,,,
Canceled,76,,,,,,,,
Canceled,151.14,,,,,,,,
Canceled,82,,,,,,,,
Canceled,105.78,,,,,,,,
Canceled,260,,,,,,,,
Canceled,151.14,,,,,,,,
Canceled,76,,,,,,,,
Canceled,59.4,,,,,,,,
Canceled,167,,,,,,,,
Canceled,151.14,,,,,,,,
Canceled,109.03,,,,,,,,
Canceled,93,,,,,,,,
Canceled,146,,,,,,,,
Canceled,76,,,,,,,,
Canceled,93,,,,,,,,
Canceled,84.7,,,,,,,,
Canceled,152,,,,,,,,
Canceled,176,,,,,,,,
Canceled,180,,,,,,,,
Canceled,176,,,,,,,,
Canceled,80.1,,,,,,,,
Canceled,110,,,,,,,,
Canceled,76,,,,,,,,
Canceled,120,,,,,,,,
Canceled,120,,,,,,,,
Canceled,114.3,,,,,,,,
Canceled,76,,,,,,,,
Canceled,206,,,,,,,,
Canceled,131.67,,,,,,,,
Canceled,132.6,,,,,,,,
Canceled,84.7,,,,,,,,
Canceled,140,,,,,,,,
Canceled,89.08,,,,,,,,
Canceled,118.4,,,,,,,,
Canceled,140,,,,,,,,
Canceled,113.01,,,,,,,,
Canceled,71.29,,,,,,,,
Canceled,100.91,,,,,,,,
Canceled,162.57,,,,,,,,
Canceled,187.53,,,,,,,,
Canceled,97.46,,,,,,,,
Canceled,125.71,,,,,,,,
Canceled,105.13,,,,,,,,
Canceled,76,,,,,,,,
Canceled,110,,,,,,,,
Canceled,220,,,,,,,,
Canceled,140,,,,,,,,
Canceled,152,,,,,,,,
Canceled,104.1,,,,,,,,
Canceled,121,,,,,,,,
Canceled,110,,,,,,,,
Canceled,80,,,,,,,,
Canceled,110,,,,,,,,
Canceled,91.67,,,,,,,,
Canceled,155.43,,,,,,,,
Canceled,140,,,,,,,,
Canceled,160.43,,,,,,,,
Canceled,150,,,,,,,,
Canceled,160,,,,,,,,
Canceled,93,,,,,,,,
Canceled,112.22,,,,,,,,
Canceled,111.6,,,,,,,,
Canceled,102.24,,,,,,,,
Canceled,76,,,,,,,,
Canceled,140,,,,,,,,
Canceled,87,,,,,,,,
Canceled,196,,,,,,,,
Canceled,106.56,,,,,,,,
Canceled,160.17,,,,,,,,
Canceled,60,,,,,,,,
Canceled,120,,,,,,,,
Canceled,130.5,,,,,,,,
Canceled,76.24,,,,,,,,
Canceled,180,,,,,,,,
Canceled,110,,,,,,,,
Canceled,110,,,,,,,,
Canceled,120,,,,,,,,
Canceled,97.71,,,,,,,,
Canceled,130.25,,,,,,,,
Canceled,76,,,,,,,,
Canceled,115.74,,,,,,,,
Canceled,115.74,,,,,,,,
Canceled,101.25,,,,,,,,
Canceled,124,,,,,,,,
Canceled,136,,,,,,,,
Canceled,124,,,,,,,,
Canceled,150,,,,,,,,
Canceled,150,,,,,,,,
No-Show,144,,,,,,,,
Canceled,211,,,,,,,,
Canceled,120,,,,,,,,
Canceled,140,,,,,,,,
Canceled,131.25,,,,,,,,
Canceled,110,,,,,,,,
Canceled,93,,,,,,,,
Canceled,76,,,,,,,,
Canceled,76,,,,,,,,
Canceled,118.62,,,,,,,,
Canceled,200,,,,,,,,
Canceled,118.62,,,,,,,,
Canceled,180,,,,,,,,
Canceled,110,,,,,,,,
Canceled,110.74,,,,,,,,
Canceled,140,,,,,,,,
Canceled,93,,,,,,,,
Canceled,138.4,,,,,,,,
Canceled,120,,,,,,,,
Canceled,93.38,,,,,,,,
Canceled,250,,,,,,,,
Canceled,93.38,,,,,,,,
Canceled,120,,,,,,,,
Canceled,120,,,,,,,,
Canceled,165,,,,,,,,
Canceled,185,,,,,,,,
Canceled,165,,,,,,,,
Canceled,178,,,,,,,,
Canceled,167,,,,,,,,
Canceled,162.5,,,,,,,,
Canceled,138.64,,,,,,,,
Canceled,93.38,,,,,,,,
Canceled,140,,,,,,,,
Canceled,127.8,,,,,,,,
Canceled,93.38,,,,,,,,
Canceled,188.5,,,,,,,,
Canceled,243,,,,,,,,
Canceled,179,,,,,,,,
Canceled,141.12,,,,,,,,
Canceled,158.5,,,,,,,,
Canceled,178.31,,,,,,,,
Canceled,107.1,,,,,,,,
Canceled,146.93,,,,,,,,
Canceled,217.5,,,,,,,,
Canceled,110,,,,,,,,
Canceled,107.1,,,,,,,,
Canceled,126,,,,,,,,
Canceled,108.1,,,,,,,,
Canceled,126,,,,,,,,
Canceled,92,,,,,,,,
Canceled,136.82,,,,,,,,
Canceled,130.36,,,,,,,,
Canceled,138.25,,,,,,,,
Canceled,112.2,,,,,,,,
Canceled,204.29,,,,,,,,
Canceled,200,,,,,,,,
Canceled,171,,,,,,,,
Canceled,180,,,,,,,,
Canceled,165,,,,,,,,
Canceled,78,,,,,,,,
Canceled,70.2,,,,,,,,
Canceled,199,,,,,,,,
Canceled,135,,,,,,,,
Canceled,190,,,,,,,,
Canceled,238,,,,,,,,
Canceled,126,,,,,,,,
Canceled,122.53,,,,,,,,
Canceled,182.86,,,,,,,,
Canceled,151.33,,,,,,,,
Canceled,176.86,,,,,,,,
Canceled,300.86,,,,,,,,
Canceled,182.86,,,,,,,,
Canceled,203.11,,,,,,,,
Canceled,150.22,,,,,,,,
Canceled,162.68,,,,,,,,
Canceled,111,,,,,,,,
Canceled,92,,,,,,,,
Canceled,120,,,,,,,,
Canceled,140,,,,,,,,
Canceled,292,,,,,,,,
Canceled,152,,,,,,,,
Canceled,150,,,,,,,,
Canceled,78,,,,,,,,
Canceled,155.83,,,,,,,,
Canceled,206.33,,,,,,,,
Canceled,206.57,,,,,,,,
Canceled,158.57,,,,,,,,
Canceled,140,,,,,,,,
Canceled,106.2,,,,,,,,
Canceled,178.13,,,,,,,,
Canceled,138.09,,,,,,,,
Canceled,112.8,,,,,,,,
Canceled,92,,,,,,,,
Canceled,238.71,,,,,,,,
Canceled,95.4,,,,,,,,
Canceled,138.09,,,,,,,,
Canceled,137.57,,,,,,,,
Canceled,185.71,,,,,,,,
Canceled,243.71,,,,,,,,
Canceled,112.8,,,,,,,,
Canceled,166.92,,,,,,,,
Canceled,180.67,,,,,,,,
Canceled,184,,,,,,,,
Canceled,232,,,,,,,,
Canceled,208.73,,,,,,,,
Canceled,259.86,,,,,,,,
Canceled,184,,,,,,,,
Canceled,204.7,,,,,,,,
Canceled,0,,,,,,,,
Canceled,93.38,,,,,,,,
Canceled,242,,,,,,,,
Canceled,163.43,,,,,,,,
Canceled,211.03,,,,,,,,
Canceled,171.14,,,,,,,,
Canceled,223.57,,,,,,,,
Canceled,92,,,,,,,,
Canceled,99.81,,,,,,,,
Canceled,219.14,,,,,,,,
Canceled,199.86,,,,,,,,
Canceled,99.81,,,,,,,,
Canceled,162.86,,,,,,,,
Canceled,105.47,,,,,,,,
Canceled,105.47,,,,,,,,
Canceled,113,,,,,,,,
Canceled,92,,,,,,,,
Canceled,92,,,,,,,,
Canceled,192.57,,,,,,,,
Canceled,135,,,,,,,,
Canceled,135,,,,,,,,
Canceled,135,,,,,,,,
Canceled,107.1,,,,,,,,
Canceled,142,,,,,,,,
Canceled,128,,,,,,,,
Canceled,241,,,,,,,,
Canceled,145.14,,,,,,,,
Canceled,123.38,,,,,,,,
Canceled,193.5,,,,,,,,
Canceled,110.25,,,,,,,,
Canceled,179.71,,,,,,,,
Canceled,148.5,,,,,,,,
Canceled,165.6,,,,,,,,
Canceled,264,,,,,,,,
Canceled,164,,,,,,,,
Canceled,142.67,,,,,,,,
Canceled,156.67,,,,,,,,
Canceled,113,,,,,,,,
Canceled,247,,,,,,,,
Canceled,187.5,,,,,,,,
Canceled,166,,,,,,,,
Canceled,136,,,,,,,,
Canceled,136,,,,,,,,
Canceled,166,,,,,,,,
Canceled,169.89,,,,,,,,
Canceled,125.52,,,,,,,,
Canceled,108,,,,,,,,
Canceled,188.42,,,,,,,,
Canceled,133.2,,,,,,,,
Canceled,159.33,,,,,,,,
Canceled,190,,,,,,,,
Canceled,173.75,,,,,,,,
Canceled,92,,,,,,,,
Canceled,92,,,,,,,,
Canceled,170,,,,,,,,
Canceled,156,,,,,,,,
Canceled,92,,,,,,,,
Canceled,132.86,,,,,,,,
Canceled,132.86,,,,,,,,
Canceled,241,,,,,,,,
Canceled,119.08,,,,,,,,
Canceled,92,,,,,,,,
Canceled,180,,,,,,,,
Canceled,160,,,,,,,,
Canceled,265,,,,,,,,
Canceled,160,,,,,,,,
Canceled,155,,,,,,,,
Canceled,274.67,,,,,,,,
Canceled,165.71,,,,,,,,
Canceled,127.24,,,,,,,,
Canceled,144,,,,,,,,
Canceled,152.71,,,,,,,,
Canceled,92,,,,,,,,
Canceled,197.5,,,,,,,,
Canceled,204,,,,,,,,
Canceled,204,,,,,,,,
Canceled,129.7,,,,,,,,
Canceled,176.18,,,,,,,,
Canceled,210,,,,,,,,
Canceled,172.8,,,,,,,,
Canceled,140,,,,,,,,
Canceled,270,,,,,,,,
Canceled,239,,,,,,,,
Canceled,303,,,,,,,,
Canceled,160,,,,,,,,
Canceled,178.75,,,,,,,,
Canceled,126.67,,,,,,,,
Canceled,164.29,,,,,,,,
Canceled,92,,,,,,,,
Canceled,120,,,,,,,,
Canceled,242.75,,,,,,,,
Canceled,146.98,,,,,,,,
Canceled,125,,,,,,,,
Canceled,145,,,,,,,,
Canceled,145,,,,,,,,
Canceled,212,,,,,,,,
Canceled,212,,,,,,,,
Canceled,152,,,,,,,,
Canceled,175,,,,,,,,
Canceled,160,,,,,,,,
Canceled,293,,,,,,,,
Canceled,148.5,,,,,,,,
Canceled,120,,,,,,,,
Canceled,222,,,,,,,,
Canceled,222,,,,,,,,
Canceled,138.38,,,,,,,,
Canceled,182,,,,,,,,
Canceled,183.83,,,,,,,,
Canceled,232,,,,,,,,
Canceled,169.6,,,,,,,,
Canceled,137.14,,,,,,,,
Canceled,130.05,,,,,,,,
Canceled,186.84,,,,,,,,
Canceled,125,,,,,,,,
Canceled,119.7,,,,,,,,
Canceled,145,,,,,,,,
Canceled,135,,,,,,,,
Canceled,199,,,,,,,,
Canceled,170,,,,,,,,
Canceled,170,,,,,,,,
Canceled,210,,,,,,,,
Canceled,180.67,,,,,,,,
Canceled,202,,,,,,,,
Canceled,210,,,,,,,,
Canceled,116.5,,,,,,,,
Canceled,180,,,,,,,,
Canceled,275,,,,,,,,
Canceled,260,,,,,,,,
Canceled,200,,,,,,,,
Canceled,200,,,,,,,,
Canceled,146,,,,,,,,
Canceled,230.86,,,,,,,,
Canceled,163,,,,,,,,
Canceled,218,,,,,,,,
Canceled,165.6,,,,,,,,
Canceled,270,,,,,,,,
Canceled,73.95,,,,,,,,
Canceled,180,,,,,,,,
Canceled,160,,,,,,,,
Canceled,184,,,,,,,,
Canceled,200,,,,,,,,
Canceled,192.38,,,,,,,,
Canceled,210,,,,,,,,
Canceled,260,,,,,,,,
Canceled,190,,,,,,,,
Canceled,200,,,,,,,,
Canceled,219.5,,,,,,,,
Canceled,207.5,,,,,,,,
Canceled,168.75,,,,,,,,
Canceled,196.25,,,,,,,,
Canceled,272,,,,,,,,
Canceled,198.75,,,,,,,,
Canceled,184,,,,,,,,
Canceled,164.29,,,,,,,,
Canceled,105,,,,,,,,
No-Show,135,,,,,,,,
Canceled,200,,,,,,,,
Canceled,200,,,,,,,,
Canceled,178,,,,,,,,
No-Show,104.85,,,,,,,,
Canceled,199,,,,,,,,
Canceled,199,,,,,,,,
Canceled,230.3,,,,,,,,
Canceled,150,,,,,,,,
Canceled,203,,,,,,,,
Canceled,138.38,,,,,,,,
Canceled,113.14,,,,,,,,
Canceled,215,,,,,,,,
Canceled,180,,,,,,,,
Canceled,219,,,,,,,,
No-Show,198.33,,,,,,,,
Canceled,175,,,,,,,,
Canceled,180,,,,,,,,
Canceled,293.33,,,,,,,,
Canceled,253.25,,,,,,,,
Canceled,311,,,,,,,,
Canceled,151.43,,,,,,,,
Canceled,163.53,,,,,,,,
Canceled,217.71,,,,,,,,
Canceled,163.53,,,,,,,,
Canceled,151.43,,,,,,,,
Canceled,151,,,,,,,,
Canceled,240,,,,,,,,
Canceled,233.1,,,,,,,,
Canceled,289.6,,,,,,,,
Canceled,169,,,,,,,,
Canceled,155,,,,,,,,
Canceled,147,,,,,,,,
Canceled,171,,,,,,,,
Canceled,214,,,,,,,,
Canceled,205.33,,,,,,,,
Canceled,168,,,,,,,,
Canceled,240,,,,,,,,
Canceled,252,,,,,,,,
Canceled,252,,,,,,,,
Canceled,188,,,,,,,,
Canceled,232,,,,,,,,
Canceled,192,,,,,,,,
Canceled,229,,,,,,,,
Canceled,160,,,,,,,,
Canceled,209,,,,,,,,
Canceled,180,,,,,,,,
Canceled,192,,,,,,,,
Canceled,229,,,,,,,,
Canceled,212,,,,,,,,
Canceled,192,,,,,,,,
Canceled,192,,,,,,,,
Canceled,160,,,,,,,,
Canceled,152.86,,,,,,,,
Canceled,234.67,,,,,,,,
Canceled,184.44,,,,,,,,
Canceled,194.4,,,,,,,,
Canceled,242,,,,,,,,
Canceled,190.18,,,,,,,,
Canceled,0,,,,,,,,
Canceled,172,,,,,,,,
Canceled,210,,,,,,,,
Canceled,104.85,,,,,,,,
Canceled,213,,,,,,,,
Canceled,104.85,,,,,,,,
Canceled,169.2,,,,,,,,
No-Show,188.65,,,,,,,,
Canceled,152.1,,,,,,,,
Canceled,192,,,,,,,,
Canceled,181.54,,,,,,,,
Canceled,212.54,,,,,,,,
Canceled,171.71,,,,,,,,
Canceled,171.71,,,,,,,,
Canceled,154.54,,,,,,,,
Canceled,154.29,,,,,,,,
Canceled,203.71,,,,,,,,
Canceled,156,,,,,,,,
Canceled,156,,,,,,,,
Canceled,115.2,,,,,,,,
Canceled,216.93,,,,,,,,
Canceled,338,,,,,,,,
Canceled,230,,,,,,,,
Canceled,229,,,,,,,,
Canceled,302,,,,,,,,
Canceled,174.25,,,,,,,,
Canceled,243.16,,,,,,,,
Canceled,200,,,,,,,,
Canceled,151.5,,,,,,,,
Canceled,201.4,,,,,,,,
Canceled,192,,,,,,,,
Canceled,181.88,,,,,,,,
Canceled,167.18,,,,,,,,
Canceled,209.5,,,,,,,,
Canceled,207,,,,,,,,
Canceled,342.29,,,,,,,,
Canceled,274.45,,,,,,,,
Canceled,244,,,,,,,,
Canceled,165.6,,,,,,,,
Canceled,216.25,,,,,,,,
Canceled,234.56,,,,,,,,
Canceled,104.85,,,,,,,,
Canceled,207,,,,,,,,
Canceled,219.5,,,,,,,,
Canceled,152.5,,,,,,,,
Canceled,290.67,,,,,,,,
Canceled,192,,,,,,,,
Canceled,152.5,,,,,,,,
Canceled,290.67,,,,,,,,
Canceled,260,,,,,,,,
Canceled,183.59,,,,,,,,
Canceled,183.05,,,,,,,,
Canceled,182.92,,,,,,,,
Canceled,186.74,,,,,,,,
Canceled,174,,,,,,,,
Canceled,255,,,,,,,,
Canceled,226,,,,,,,,
Canceled,174,,,,,,,,
Canceled,192,,,,,,,,
Canceled,151.25,,,,,,,,
Canceled,151.25,,,,,,,,
Canceled,116.5,,,,,,,,
Canceled,192,,,,,,,,
Canceled,116.5,,,,,,,,
Canceled,156,,,,,,,,
Canceled,255,,,,,,,,
Canceled,225,,,,,,,,
Canceled,188.57,,,,,,,,
Canceled,201.6,,,,,,,,
Canceled,201.6,,,,,,,,
Canceled,199.2,,,,,,,,
Canceled,183.2,,,,,,,,
Canceled,152.5,,,,,,,,
Canceled,152.5,,,,,,,,
Canceled,175,,,,,,,,
Canceled,138.38,,,,,,,,
Canceled,137.7,,,,,,,,
Canceled,306,,,,,,,,
Canceled,183.28,,,,,,,,
Canceled,183.33,,,,,,,,
Canceled,232.91,,,,,,,,
Canceled,303,,,,,,,,
Canceled,139.2,,,,,,,,
Canceled,175,,,,,,,,
Canceled,156,,,,,,,,
Canceled,249.5,,,,,,,,
Canceled,210,,,,,,,,
Canceled,250,,,,,,,,
Canceled,115.2,,,,,,,,
Canceled,135,,,,,,,,
Canceled,142.2,,,,,,,,
Canceled,209.58,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,180,,,,,,,,
Canceled,201.6,,,,,,,,
Canceled,158.63,,,,,,,,
Canceled,147.9,,,,,,,,
Canceled,147.9,,,,,,,,
Canceled,147.9,,,,,,,,
Canceled,217.5,,,,,,,,
Canceled,175,,,,,,,,
Canceled,237.34,,,,,,,,
Canceled,179.34,,,,,,,,
Canceled,245,,,,,,,,
No-Show,237,,,,,,,,
Canceled,165.38,,,,,,,,
Canceled,289,,,,,,,,
Canceled,229,,,,,,,,
Canceled,229,,,,,,,,
Canceled,278,,,,,,,,
Canceled,172.2,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,180,,,,,,,,
Canceled,289.5,,,,,,,,
Canceled,317,,,,,,,,
Canceled,353,,,,,,,,
Canceled,183.75,,,,,,,,
Canceled,257,,,,,,,,
Canceled,315,,,,,,,,
Canceled,244,,,,,,,,
Canceled,187.52,,,,,,,,
Canceled,192,,,,,,,,
Canceled,265,,,,,,,,
Canceled,151,,,,,,,,
Canceled,244,,,,,,,,
Canceled,192,,,,,,,,
Canceled,212,,,,,,,,
Canceled,220,,,,,,,,
Canceled,192,,,,,,,,
Canceled,187.52,,,,,,,,
Canceled,151,,,,,,,,
Canceled,212,,,,,,,,
Canceled,208.05,,,,,,,,
Canceled,138.38,,,,,,,,
Canceled,192,,,,,,,,
Canceled,212,,,,,,,,
Canceled,151,,,,,,,,
Canceled,230,,,,,,,,
Canceled,139.68,,,,,,,,
Canceled,192,,,,,,,,
Canceled,248,,,,,,,,
Canceled,135,,,,,,,,
Canceled,205,,,,,,,,
Canceled,278.57,,,,,,,,
Canceled,225,,,,,,,,
Canceled,160,,,,,,,,
Canceled,160,,,,,,,,
Canceled,180,,,,,,,,
Canceled,219,,,,,,,,
Canceled,315,,,,,,,,
Canceled,166.7,,,,,,,,
Canceled,234,,,,,,,,
Canceled,180,,,,,,,,
Canceled,200,,,,,,,,
Canceled,208.05,,,,,,,,
Canceled,174,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,198,,,,,,,,
Canceled,154.54,,,,,,,,
Canceled,198,,,,,,,,
Canceled,245,,,,,,,,
Canceled,277,,,,,,,,
Canceled,270.71,,,,,,,,
Canceled,277,,,,,,,,
Canceled,174,,,,,,,,
Canceled,244,,,,,,,,
Canceled,140,,,,,,,,
Canceled,225,,,,,,,,
Canceled,213,,,,,,,,
Canceled,200,,,,,,,,
Canceled,135,,,,,,,,
Canceled,175,,,,,,,,
Canceled,206,,,,,,,,
Canceled,228,,,,,,,,
Canceled,292,,,,,,,,
Canceled,237,,,,,,,,
Canceled,305,,,,,,,,
Canceled,237,,,,,,,,
Canceled,299,,,,,,,,
Canceled,224,,,,,,,,
Canceled,224,,,,,,,,
Canceled,232,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,232,,,,,,,,
Canceled,245,,,,,,,,
Canceled,183.75,,,,,,,,
Canceled,262,,,,,,,,
Canceled,292,,,,,,,,
Canceled,183.75,,,,,,,,
Canceled,156.6,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,183.75,,,,,,,,
Canceled,174,,,,,,,,
Canceled,224,,,,,,,,
Canceled,213.33,,,,,,,,
Canceled,175.5,,,,,,,,
Canceled,175.5,,,,,,,,
Canceled,175.5,,,,,,,,
Canceled,215.33,,,,,,,,
Canceled,211.3,,,,,,,,
Canceled,160,,,,,,,,
Canceled,190.23,,,,,,,,
Canceled,172.8,,,,,,,,
Canceled,244,,,,,,,,
Canceled,206.62,,,,,,,,
Canceled,221.6,,,,,,,,
Canceled,255,,,,,,,,
Canceled,212.16,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,209,,,,,,,,
Canceled,205,,,,,,,,
Canceled,115.2,,,,,,,,
Canceled,186.2,,,,,,,,
Canceled,160,,,,,,,,
Canceled,205,,,,,,,,
Canceled,180,,,,,,,,
Canceled,224.16,,,,,,,,
No-Show,245,,,,,,,,
Canceled,212.16,,,,,,,,
No-Show,255,,,,,,,,
Canceled,172.8,,,,,,,,
Canceled,221,,,,,,,,
Canceled,245,,,,,,,,
Canceled,220,,,,,,,,
Canceled,206.12,,,,,,,,
Canceled,267.86,,,,,,,,
Canceled,245,,,,,,,,
Canceled,221,,,,,,,,
Canceled,220,,,,,,,,
Canceled,266.5,,,,,,,,
Canceled,156.34,,,,,,,,
Canceled,156.34,,,,,,,,
No-Show,153.75,,,,,,,,
Canceled,135,,,,,,,,
Canceled,180,,,,,,,,
Canceled,192.6,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,160,,,,,,,,
Canceled,146,,,,,,,,
Canceled,292,,,,,,,,
Canceled,151.5,,,,,,,,
Canceled,183.75,,,,,,,,
Canceled,222,,,,,,,,
Canceled,212.14,,,,,,,,
Canceled,146,,,,,,,,
Canceled,222,,,,,,,,
Canceled,292,,,,,,,,
Canceled,182.25,,,,,,,,
Canceled,125.28,,,,,,,,
Canceled,184.5,,,,,,,,
Canceled,257,,,,,,,,
No-Show,184.5,,,,,,,,
Canceled,139.68,,,,,,,,
Canceled,205,,,,,,,,
Canceled,0,,,,,,,,
Canceled,249,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,229.5,,,,,,,,
Canceled,279.5,,,,,,,,
Canceled,310,,,,,,,,
Canceled,245,,,,,,,,
Canceled,205,,,,,,,,
Canceled,192.5,,,,,,,,
Canceled,139.68,,,,,,,,
Canceled,205,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,257,,,,,,,,
Canceled,193.6,,,,,,,,
Canceled,315,,,,,,,,
Canceled,252,,,,,,,,
Canceled,138.38,,,,,,,,
Canceled,192,,,,,,,,
Canceled,224.44,,,,,,,,
Canceled,278,,,,,,,,
Canceled,315,,,,,,,,
Canceled,205,,,,,,,,
Canceled,205,,,,,,,,
Canceled,220,,,,,,,,
Canceled,287,,,,,,,,
Canceled,225,,,,,,,,
Canceled,237.5,,,,,,,,
Canceled,244,,,,,,,,
Canceled,192,,,,,,,,
Canceled,363,,,,,,,,
Canceled,363,,,,,,,,
Canceled,248,,,,,,,,
Canceled,198,,,,,,,,
Canceled,220,,,,,,,,
Canceled,167.18,,,,,,,,
Canceled,165.6,,,,,,,,
Canceled,155.79,,,,,,,,
Canceled,167.18,,,,,,,,
Canceled,246,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,225,,,,,,,,
Canceled,178.29,,,,,,,,
Canceled,305,,,,,,,,
Canceled,153.75,,,,,,,,
Canceled,219.29,,,,,,,,
Canceled,204.62,,,,,,,,
Canceled,244,,,,,,,,
Canceled,242.1,,,,,,,,
Canceled,229.33,,,,,,,,
Canceled,266.6,,,,,,,,
Canceled,266.6,,,,,,,,
Canceled,171.34,,,,,,,,
Canceled,116.5,,,,,,,,
Canceled,206.9,,,,,,,,
Canceled,257,,,,,,,,
Canceled,205,,,,,,,,
Canceled,252,,,,,,,,
Canceled,201.6,,,,,,,,
Canceled,183.6,,,,,,,,
Canceled,311.7,,,,,,,,
Canceled,197.7,,,,,,,,
Canceled,165.6,,,,,,,,
Canceled,294.86,,,,,,,,
Canceled,172.8,,,,,,,,
Canceled,219,,,,,,,,
Canceled,152.1,,,,,,,,
Canceled,152.1,,,,,,,,
Canceled,212.17,,,,,,,,
No-Show,160,,,,,,,,
Canceled,123,,,,,,,,
Canceled,250,,,,,,,,
Canceled,230,,,,,,,,
Canceled,135,,,,,,,,
Canceled,229,,,,,,,,
Canceled,248,,,,,,,,
Canceled,299,,,,,,,,
Canceled,205,,,,,,,,
Canceled,309.1,,,,,,,,
Canceled,257,,,,,,,,
Canceled,212,,,,,,,,
Canceled,170.6,,,,,,,,
Canceled,224,,,,,,,,
Canceled,198,,,,,,,,
Canceled,218,,,,,,,,
Canceled,194,,,,,,,,
